Refseq_ID	Mycobrowser_Version	Feature	Start	Stop	Score	Strand	Frame	Locus	Name	Function	Product	Comments	UniProt_AC	Is_Pseudogene	Functional_Category	Orthologues M. leprae	Orthologues M. marinum	Orthologues M. tuberculosis	Orthologues M. bovis	Orthologues M. lepromatosis	Orthologues M. tuberculosis	Orthologues M. abscessus	Orthologues M. haemophilum
NC_008596.1	Mycobrowser_v3	CDS	1127726	1128130	.	-	0	MSMEG_1060	MSMEG_1060		putative Lsr2 protein		A0QRB8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1128363	1128977	.	-	0	MSMEG_1061	MSMEG_1061		phosphohydrolase	identified by match to protein family HMM PF01243	A0QRB9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1129017	1130057	.	-	0	MSMEG_1062	MSMEG_1062		O-succinylbenzoic acid--CoA ligase	identified by match to protein family HMM PF00501	A0QRC0	No	unknown			Rv0542c			Rv0542c		
NC_008596.1	Mycobrowser_v3	CDS	1130153	1130476	.	-	0	MSMEG_1063	MSMEG_1063		conserved hypothetical protein		A0QRC1	No	unknown			Rv0543c			Rv0543c		
NC_008596.1	Mycobrowser_v3	CDS	1130758	1132014	.	+	0	MSMEG_1064	MSMEG_1064		phosphate/sulphate permease	identified by match to protein family HMM PF01384	A0QRC2	No	unknown			Rv0545c			Rv0545c		
NC_008596.1	Mycobrowser_v3	CDS	1132030	1132308	.	+	0	MSMEG_1065	MSMEG_1065		conserved hypothetical protein		A0QRC3	No	unknown			Rv0544c			Rv0544c		
NC_008596.1	Mycobrowser_v3	CDS	1132310	1132621	.	+	0	MSMEG_1066	MSMEG_1066		conserved hypothetical protein		A0QRC4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1132639	1133010	.	-	0	MSMEG_1067	MSMEG_1067		conserved hypothetical protein	identified by match to protein family HMM PF00903	A0QRC5	No	unknown			Rv0546c			Rv0546c		
NC_008596.1	Mycobrowser_v3	CDS	1133059	1134474	.	-	0	MSMEG_1068	MSMEG_1068		regulatory protein	identified by match to protein family HMM PF07905	A0QRC6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1212385	1213071	.	+	0	MSMEG_1149	MSMEG_1149		conserved hypothetical protein		A0QRK5	No	unknown			Rv2390c			Rv2390c		
NC_008596.1	Mycobrowser_v3	CDS	1134639	1136105	.	+	0	MSMEG_1069	MSMEG_1069		amino acid permease-associated region	identified by match to protein family HMM PF00324	A0QRC7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1136102	1136797	.	+	0	MSMEG_1070	MSMEG_1070		3-oxoacyl-[acyl-carrier-protein] reductase	identified by match to protein family HMM PF00106	A0QRC8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1136794	1137555	.	+	0	MSMEG_1071	MSMEG_1071		3-oxoacyl-[acyl-carrier-protein] reductase	identified by match to protein family HMM PF00106	A0QRC9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1438122	1438556	.	+	0	MSMEG_1344	MSMEG_1344		translocase	identified by match to protein family HMM PF00584; match to protein family HMM TIGR00964	A0QS43	No	unknown			Rv0638			Rv0638		
NC_008596.1	Mycobrowser_v3	CDS	1137579	1138550	.	+	0	MSMEG_1072	speB		agmatinase	identified by match to protein family HMM PF00491; match to protein family HMM TIGR01230	A0QRD0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1138540	1139403	.	+	0	MSMEG_1074	MSMEG_1074		polysaccharide deacetylase	identified by match to protein family HMM PF01522	A0QRD1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1139384	1140298	.	-	0	MSMEG_1073	MSMEG_1073		oxidoreductase, short-chain dehydrogenase/reductase family protein	identified by match to protein family HMM PF00106	A0QRD2	No	unknown			Rv0547c			Rv0547c		
NC_008596.1	Mycobrowser_v3	CDS	1140401	1141330	.	-	0	MSMEG_1075	menB		naphthoate synthase	identified by match to protein family HMM PF00378; match to protein family HMM TIGR01929	A0QRD3	No	unknown			Rv0548c			Rv0548c		
NC_008596.1	Mycobrowser_v3	CDS	1141429	1141704	.	+	0	MSMEG_1076	MSMEG_1076		conserved hypothetical protein		A0QRD4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1141706	1142155	.	-	0	MSMEG_1077	MSMEG_1077		conserved hypothetical protein	identified by match to protein family HMM TIGR00026	A0QRD5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1142177	1142866	.	-	0	MSMEG_1078	MSMEG_1078		hydrolase	identified by match to protein family HMM PF00702; match to protein family HMM TIGR01509	A0QRD6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1143028	1143432	.	+	0	MSMEG_1079	MSMEG_1079		hypothetical protein	identified by Glimmer2; putative	A0QRD7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1143429	1145873	.	+	0	MSMEG_1080	MSMEG_1080		large subunit of N,N-dimethylformamidase		A0QRD8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1145899	1146657	.	+	0	MSMEG_1081	MSMEG_1081		hypothetical protein	identified by Glimmer2; putative	A0QRD9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1146756	1147487	.	+	0	MSMEG_1082	MSMEG_1082		putative response regulator	identified by match to protein family HMM PF00196	A0QRE0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1161655	1163274	.	-	0	MSMEG_1098	MSMEG_1098		acyl-CoA synthase	identified by match to protein family HMM PF00501	A0QRF5	No	unknown			Rv0551c			Rv0551c		
NC_008596.1	Mycobrowser_v3	CDS	1147718	1149322	.	+	0	MSMEG_1084	MSMEG_1084		peptide/opine/nickel uptake family protein ABC transporter, periplasmic substrate-binding protein, putative	identified by match to protein family HMM PF00496	A0QRE2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1149333	1150292	.	+	0	MSMEG_1085	MSMEG_1085		dipeptide transport system permease protein DppB	identified by match to protein family HMM PF00528	A0QRE3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	2031777	2032088	.	+	0	MSMEG_1953	MSMEG_1953		transcription factor WhiB	identified by match to protein family HMM PF02467	A0QTT1	No	unknown			Rv3197A			Rv3197A		
NC_008596.1	Mycobrowser_v3	CDS	1150289	1151224	.	+	0	MSMEG_1086	MSMEG_1086		ABC transporter permease protein	identified by match to protein family HMM PF00528	A0QRE4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1152901	1154301	.	+	0	MSMEG_1088	gatA		glutamyl-tRNA(Gln)/aspartyl-tRNA(Asn) amidotransferase, A subunit	identified by match to protein family HMM PF01425	A0QRE5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1154316	1154507	.	+	0	MSMEG_1089	MSMEG_1089		hypothetical protein	identified by Glimmer2; putative	A0QRE6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1154545	1155951	.	+	0	MSMEG_1090	MSMEG_1090		amidase	identified by match to protein family HMM PF01425	A0QRE7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1155953	1156411	.	+	0	MSMEG_1091	MSMEG_1091		urease accessory protein UreE 1	identified by match to protein family HMM PF02814	A0QRE8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1156408	1157070	.	+	0	MSMEG_1092	MSMEG_1092		urease accessory protein UreF	identified by match to protein family HMM PF01730	A0QRE9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1157081	1157737	.	+	0	MSMEG_1093	MSMEG_1093		urease gamma/beta subunit	identified by match to protein family HMM PF00547; match to protein family HMM PF00699; match to protein family HMM TIGR00192; match to protein family HMM TIGR00193	A0QRF0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1157739	1159445	.	+	0	MSMEG_1094	ureC		urease, alpha subunit	identified by match to protein family HMM PF00449; match to protein family HMM PF01979; match to protein family HMM PF07969; match to protein family HMM TIGR01792	A0QRF1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1159442	1160059	.	+	0	MSMEG_1095	ureG		urease accessory protein UreG	identified by match to protein family HMM PF02492; match to protein family HMM TIGR00101	A0QRF2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1160056	1160871	.	+	0	MSMEG_1096	MSMEG_1096		urease accessory protein UreD, putative		A0QRF3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1160901	1161584	.	+	0	MSMEG_1097	MSMEG_1097		glycosyl transferase, group 2 family protein	identified by match to protein family HMM PF00535	A0QRF4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1189972	1191243	.	+	0	MSMEG_1129	MSMEG_1129		D-amino-acid dehydrogenase	identified by match to protein family HMM PF01266	A0QRI5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1165456	1167066	.	+	0	MSMEG_1102	MSMEG_1102		twin-arginine translocation pathway signal	identified by match to protein family HMM PF07969	A0QRF9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1167087	1168052	.	+	0	MSMEG_1103	MSMEG_1103		O-succinylbenzoate synthase	identified by match to protein family HMM PF01188	A0QRG0	No	unknown			Rv0553			Rv0553		
NC_008596.1	Mycobrowser_v3	CDS	1168409	1168600	.	+	0	MSMEG_1104	MSMEG_1104		hypothetical protein	identified by Glimmer2; putative	A0QRG1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1169847	1170854	.	+	0	MSMEG_1106	MSMEG_1106		transcriptional regulator, AraC family protein	identified by match to protein family HMM PF00165; match to protein family HMM PF01965	A0QRG2	No	unknown			Rv1931c			Rv1931c		
NC_008596.1	Mycobrowser_v3	CDS	1170870	1171601	.	+	0	MSMEG_1107	MSMEG_1107		isonitrile hydratase, putative	identified by match to protein family HMM PF01965	A0QRG3	No	unknown			Rv1930c			Rv1930c		
NC_008596.1	Mycobrowser_v3	CDS	1171579	1172457	.	+	0	MSMEG_1108	MSMEG_1108		hydrolase, alpha/beta fold family protein	identified by match to protein family HMM PF00561	A0QRG4	No	unknown			Rv0554			Rv0554		
NC_008596.1	Mycobrowser_v3	CDS	1184860	1185837	.	+	0	MSMEG_1120	MSMEG_1120		nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	identified by match to protein family HMM PF00795	A0QRH6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1172457	1174100	.	+	0	MSMEG_1109	MSMEG_1109		2-oxoglutarate decarboxylase	identified by match to protein family HMM PF02776	A0QRG5	No	unknown			Rv0555			Rv0555		
NC_008596.1	Mycobrowser_v3	CDS	1174103	1174594	.	+	0	MSMEG_1110	MSMEG_1110		probable conserved transmembrane protein		A0QRG6	No	unknown			Rv0556			Rv0556		
NC_008596.1	Mycobrowser_v3	CDS	1174598	1175296	.	-	0	MSMEG_1111	MSMEG_1111		conserved hypothetical protein		A0QRG7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1175363	1176490	.	+	0	MSMEG_1113	MSMEG_1113		glycosyl transferase	identified by match to protein family HMM PF00534	A0QRG8	No	unknown			Rv0557			Rv0557		
NC_008596.1	Mycobrowser_v3	CDS	1191772	1192899	.	+	0	MSMEG_1130	MSMEG_1130		hypothetical protein	identified by Glimmer2; putative	A0QRI6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1176487	1178451	.	-	0	MSMEG_1112	MSMEG_1112		aconitate hydratase, putative	identified by match to protein family HMM PF00330; match to protein family HMM PF00694; match to protein family HMM TIGR01342	A0QRG9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1178579	1179403	.	-	0	MSMEG_1114	MSMEG_1114		short chain dehydrogenase	identified by match to protein family HMM PF00106	A0QRH0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1179533	1180222	.	+	0	MSMEG_1115	MSMEG_1115		menaquinone biosynthesis methyltransferase UbiE	identified by match to protein family HMM PF01209; match to protein family HMM TIGR01934	A0QRH1	No	unknown			Rv0558			Rv0558		
NC_008596.1	Mycobrowser_v3	CDS	1180363	1181715	.	-	0	MSMEG_1116	MSMEG_1116		gamma-glutamylisopropylamide synthetase	identified by match to protein family HMM PF00120	A0QRH2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1181811	1182530	.	+	0	MSMEG_1117	MSMEG_1117		transcriptional regulator	identified by match to protein family HMM PF00392; match to protein family HMM PF07729	A0QRH3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1199825	1200961	.	-	0	MSMEG_1138	MSMEG_1138		alcohol dehydrogenase 1	identified by match to protein family HMM PF00107	A0QRJ4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1182618	1184153	.	+	0	MSMEG_1118	MSMEG_1118		amino acid permease	identified by match to protein family HMM PF00324	A0QRH4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1184153	1184869	.	+	0	MSMEG_1119	MSMEG_1119		glutamine amidotransferase, class I	identified by match to protein family HMM PF00117; match to protein family HMM PF07722	A0QRH5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1186442	1187440	.	+	0	MSMEG_1123	MSMEG_1123		cobalamin synthesis protein	identified by match to protein family HMM PF02492; match to protein family HMM PF07683	A0QRH9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1187897	1188550	.	+	0	MSMEG_1125	MSMEG_1125		regulatory protein, ArsR	identified by match to protein family HMM PF01726	A0QRI1	No	unknown			Rv2621c			Rv2621c		
NC_008596.1	Mycobrowser_v3	CDS	1188580	1188864	.	+	0	MSMEG_1126	MSMEG_1126		hypothetical protein	identified by Glimmer2; putative	A0QRI2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1188880	1189476	.	+	0	MSMEG_1127	MSMEG_1127		probable conserved transmembrane protein		A0QRI3	No	unknown			Rv1733c			Rv1733c		
NC_008596.1	Mycobrowser_v3	CDS	1189652	1189771	.	-	0	MSMEG_1128	MSMEG_1128		conserved hypothetical protein		A0QRI4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1192990	1193475	.	+	0	MSMEG_1131	MSMEG_1131		tryptophan-rich sensory protein	identified by match to protein family HMM PF03073	A0QRI7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1193567	1194796	.	-	0	MSMEG_1132	MSMEG_1132		FAD binding domain, putative	identified by match to protein family HMM PF01266; match to protein family HMM PF01494; match to protein family HMM PF04820; match to protein family HMM PF05834; match to protein family HMM PF07992; match to protein family HMM TIGR02032	A0QRI8	No	unknown			Rv0561c			Rv0561c		
NC_008596.1	Mycobrowser_v3	CDS	1194836	1195825	.	+	0	MSMEG_1133	MSMEG_1133		bifunctional short chain isoprenyl diphosphate synthase	identified by match to protein family HMM PF00348	A0QRI9	No	unknown			Rv0562			Rv0562		
NC_008596.1	Mycobrowser_v3	CDS	1195912	1196799	.	+	0	MSMEG_1134	MSMEG_1134		putative protease HtpX	identified by match to protein family HMM PF01435	A0QRJ0	No	unknown			Rv0563			Rv0563		
NC_008596.1	Mycobrowser_v3	CDS	1197495	1197794	.	+	0	MSMEG_1135	MSMEG_1135		hypothetical protein	identified by Glimmer2; putative	A0QRJ1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1198367	1199806	.	-	0	MSMEG_1137	MSMEG_1137		amino acid permease-associated region	identified by match to protein family HMM PF00324	A0QRJ3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1201113	1201682	.	+	0	MSMEG_1139	MSMEG_1139		transcription regulator	identified by match to protein family HMM PF01381; match to protein family HMM PF07883	A0QRJ5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1201699	1202724	.	-	0	MSMEG_1140	MSMEG_1140		glycerol-3-phosphate dehydrogenase 2 [NAD(P)+] (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 2)	identified by match to protein family HMM PF01210; match to protein family HMM PF03807; match to protein family HMM PF07479	A0QRJ6	No	unknown			Rv0564c			Rv0564c		
NC_008596.1	Mycobrowser_v3	CDS	1203291	1204160	.	+	0	MSMEG_1141	MSMEG_1141		ABC-transporter integral membrane protein	identified by match to protein family HMM PF02405	A0QRJ7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1204162	1205019	.	+	0	MSMEG_1142	MSMEG_1142		ABC-transporter integral membrane protein	identified by match to protein family HMM PF02405	A0QRJ8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1205021	1206625	.	+	0	MSMEG_1143	MSMEG_1143		mce related protein	identified by match to protein family HMM PF02470	A0QRJ9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1206622	1207677	.	+	0	MSMEG_1144	MSMEG_1144		virulence factor Mce family protein	identified by match to protein family HMM PF02470; match to protein family HMM TIGR00996	A0QRK0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1285067	1285705	.	+	0	MSMEG_1215	MSMEG_1215		serine/threonine-protein kinase PknE, putative		A0QRR9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1207670	1208710	.	+	0	MSMEG_1145	MSMEG_1145		virulence factor Mce family protein	identified by match to protein family HMM PF02470; match to protein family HMM TIGR00996	A0QRK1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1208707	1209828	.	+	0	MSMEG_1146	MSMEG_1146		virulence factor Mce family protein	identified by match to protein family HMM PF02470; match to protein family HMM TIGR00996	A0QRK2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1209825	1211105	.	+	0	MSMEG_1147	MSMEG_1147		mce related protein	identified by match to protein family HMM PF02470	A0QRK3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1211102	1212358	.	+	0	MSMEG_1148	MSMEG_1148		mce related protein	identified by match to protein family HMM PF02470	A0QRK4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1213041	1213862	.	+	0	MSMEG_1150	MSMEG_1150		conserved hypothetical protein		A0QRK6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1214090	1214695	.	+	0	MSMEG_1151	MSMEG_1151		DNA-binding protein	identified by match to protein family HMM PF01381; match to protein family HMM PF07883	A0QRK7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1214846	1216132	.	+	0	MSMEG_1152	MSMEG_1152		citrate-proton symporter	identified by match to protein family HMM PF00083; match to protein family HMM PF07690	A0QRK8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1906855	1907319	.	-	0	MSMEG_1832	MSMEG_1832		conserved hypothetical protein		A0QTG4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1216141	1217541	.	+	0	MSMEG_1153	MSMEG_1153		FAD dependent oxidoreductase	identified by match to protein family HMM PF00890; match to protein family HMM PF01266	A0QRK9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1217538	1218719	.	+	0	MSMEG_1154	MSMEG_1154		formyl-coenzyme A transferase	identified by match to protein family HMM PF02515	A0QRL0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1218716	1219522	.	+	0	MSMEG_1155	MSMEG_1155		carnitinyl-CoA dehydratase	identified by match to protein family HMM PF00378	A0QRL1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1219519	1220406	.	+	0	MSMEG_1156	MSMEG_1156		dihydrodipicolinate synthetase	identified by match to protein family HMM PF00701	A0QRL2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1220407	1221180	.	+	0	MSMEG_1157	MSMEG_1157		short chain dehydrogenase	identified by match to protein family HMM PF00106	A0QRL3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1221223	1222650	.	+	0	MSMEG_1158	MSMEG_1158		5-oxovalerate dehydrogenase	identified by match to protein family HMM PF00171	A0QRL4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1222785	1223855	.	+	0	MSMEG_1159	MSMEG_1159		ABC transporter component A		A0QRL5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1223852	1224655	.	+	0	MSMEG_1160	MSMEG_1160		ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component	identified by match to protein family HMM PF00005	A0QRL6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1224687	1225493	.	+	0	MSMEG_1161	MSMEG_1161		taurine transport system permease protein TauC	identified by match to protein family HMM PF00528	A0QRL7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1225516	1226862	.	+	0	MSMEG_1162	MSMEG_1162		nitrilotriacetate monooxygenase component A		A0QRL8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1226859	1226981	.	+	0	MSMEG_1163	MSMEG_1163		hypothetical protein	identified by Glimmer2; putative	A0QRL9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1227792	1228283	.	-	0	MSMEG_1165	MSMEG_1165		conserved hypothetical protein	identified by match to protein family HMM PF04461	A0QRM0	No	unknown			Rv0566c			Rv0566c		
NC_008596.1	Mycobrowser_v3	CDS	1228550	1229989	.	-	0	MSMEG_1167	MSMEG_1167		cytochrome P450	identified by match to protein family HMM PF00067	A0QRM1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1230134	1230784	.	+	0	MSMEG_1168	MSMEG_1168		putative transcriptional regulator		A0QRM2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1274296	1275219	.	-	0	MSMEG_1205	MSMEG_1205		cyclopropane-fatty-acyl-phospholipid synthase 1	identified by match to protein family HMM PF02353	A0QRQ9	No	unknown			Rv0503c			Rv0503c		
NC_008596.1	Mycobrowser_v3	CDS	1230896	1232140	.	+	0	MSMEG_1169	MSMEG_1169		integral membrane transport protein	identified by match to protein family HMM PF07690	A0QRM3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1232200	1232415	.	+	0	MSMEG_1170	MSMEG_1170		conserved domain protein		A0QRM4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1232517	1232927	.	-	0	MSMEG_1171	MSMEG_1171		Low molecular weight phosphotyrosine protein phosphatase	identified by match to protein family HMM PF01451	A0QRM5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1232924	1234000	.	-	0	MSMEG_1172	arsB		arsenical-resistance protein	identified by match to protein family HMM PF01758; match to protein family HMM TIGR00832	A0QRM6	No	unknown			Rv2643			Rv2643		
NC_008596.1	Mycobrowser_v3	CDS	1233997	1234368	.	-	0	MSMEG_1173	MSMEG_1173		transcriptional regulator, ArsR family protein	identified by match to protein family HMM PF01022	A0QRM7	No	unknown			Rv2642			Rv2642		
NC_008596.1	Mycobrowser_v3	CDS	1234447	1234911	.	-	0	MSMEG_1174	MSMEG_1174		cadmium inducible protein cadi	identified by match to protein family HMM PF00903	A0QRM8	No	unknown			Rv2641			Rv2641		
NC_008596.1	Mycobrowser_v3	CDS	1235012	1235371	.	+	0	MSMEG_1175	MSMEG_1175		putative transcriptional regulatory protein	identified by match to protein family HMM PF01022	A0QRM9	No	unknown			Rv2640c			Rv2640c		
NC_008596.1	Mycobrowser_v3	CDS	1235405	1236928	.	+	0	MSMEG_1176	MSMEG_1176		hypothetical protein	identified by Glimmer2; putative	A0QRN0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1301175	1301498	.	-	0	MSMEG_1230	MSMEG_1230		hypothetical protein	identified by Glimmer2; putative	A0QRT4	No	unknown			Rv2273			Rv2273		
NC_008596.1	Mycobrowser_v3	CDS	1236938	1238374	.	-	0	MSMEG_1177	MSMEG_1177		cytosine/purines/uracil/thiamine/allantoin permease family protein	identified by match to protein family HMM PF02133	A0QRN1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1238701	1239618	.	+	0	MSMEG_1178	MSMEG_1178		transcriptional regulator	identified by match to protein family HMM PF01418	A0QRN2	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1239680	1241338	.	+	0	MSMEG_1179	hutU		urocanate hydratase	identified by similarity to SP:P25503; match to protein family HMM PF01175; match to protein family HMM TIGR01228	A0QRN3	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1241335	1242549	.	+	0	MSMEG_1180	MSMEG_1180		N-carbamoyl-L-amino acid hydrolase	identified by match to protein family HMM PF01546; match to protein family HMM TIGR01879	A0QRN4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1242546	1243877	.	+	0	MSMEG_1181	hutF		formiminoglutamate deiminase	identified by match to protein family HMM PF01979; match to protein family HMM PF07969; match to protein family HMM TIGR02022	A0QRN5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1275439	1275573	.	-	0	MSMEG_1206	MSMEG_1206		hypothetical protein	identified by Glimmer2; putative	A0QRR0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1907407	1907826	.	+	0	MSMEG_1833	MSMEG_1833		conserved hypothetical protein		A0QTG5	No	unknown			Rv3258c			Rv3258c		
NC_008596.1	Mycobrowser_v3	CDS	1276157	1277335	.	+	0	MSMEG_1207	MSMEG_1207		glycosyltransferase, group I	identified by match to protein family HMM PF00534	A0QRR1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1243874	1245064	.	+	0	MSMEG_1182	hutI		imidazolonepropionase	identified by similarity to SP:P42084; match to protein family HMM PF01979; match to protein family HMM PF07969; match to protein family HMM TIGR01224	A0QRN6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1245061	1246605	.	+	0	MSMEG_1183	hutH		histidine ammonia-lyase	identified by similarity to EGAD:14121; match to protein family HMM PF00221; match to protein family HMM TIGR01225	A0QRN7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1246704	1247582	.	+	0	MSMEG_1184	MSMEG_1184		serine esterase, cutinase family protein	identified by match to protein family HMM PF01083	A0QRN8	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1247625	1248647	.	-	0	MSMEG_1185	MSMEG_1185		transcriptional regulator, AsnC family protein	identified by match to protein family HMM PF01037	A0QRN9	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1248910	1250229	.	+	0	MSMEG_1186	MSMEG_1186		putative permease	identified by match to protein family HMM PF03553; match to protein family HMM PF03600	A0QRP0	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1250238	1251833	.	+	0	MSMEG_1187	MSMEG_1187		N-acyl-D-aspartate deacylase	identified by match to protein family HMM PF01979; match to protein family HMM PF07908; match to protein family HMM PF07969	A0QRP1	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1301495	1301863	.	-	0	MSMEG_1231	MSMEG_1231		inner membrane protein YidH	identified by match to protein family HMM PF02656	A0QRT5	No	unknown			Rv2272			Rv2272		
NC_008596.1	Mycobrowser_v3	CDS	1251852	1253759	.	-	0	MSMEG_1188	MSMEG_1188		conserved hypothetical protein		A0QRP2	No	unknown			Rv0538			Rv0538		
NC_008596.1	Mycobrowser_v3	CDS	1253948	1255630	.	+	0	MSMEG_1189	MSMEG_1189		conserved hypothetical protein		A0QRP3	No	unknown			Rv0537c			Rv0537c		
NC_008596.1	Mycobrowser_v3	CDS	1255770	1257644	.	+	0	MSMEG_1190	MSMEG_1190		serine/threonine-protein kinase PknD	identified by match to protein family HMM PF00069	A0QRP4	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1257700	1257921	.	-	0	MSMEG_1191	MSMEG_1191		hypothetical protein	identified by Glimmer2; putative	A0QRP5	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1257963	1259165	.	-	0	MSMEG_1192	MSMEG_1192		M23 peptidase domain protein	identified by match to protein family HMM PF01551	A0QRP6	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1259580	1261274	.	+	0	MSMEG_1193	MSMEG_1193		TROVE domain protein	identified by match to protein family HMM PF05731	A0QRP7	No	unknown								
NC_008596.1	Mycobrowser_v3	CDS	1261318	1261740	.	-	0	MSMEG_1194	MSMEG_1194		hypothetical protein	identified by Glimmer2; putative	A0QRP8	No	unknown								
