#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_008596.1	840804	841211	+	4537654	-	MSMEG_0754	YP_885160.1	135	-	hypothetical protein MSMEG_0754
chr	NC_008596.1	841222	842115	-	4533938	-	MSMEG_0755	YP_885161.1	297	-	cobalt-zinc-cadmium resistance protein
chr	NC_008596.1	842208	842702	+	4531231	-	MSMEG_0757	YP_885162.1	164	-	hypothetical protein MSMEG_0757
chr	NC_008596.1	842699	843478	-	4534222	-	MSMEG_0756	YP_885163.1	259	-	peptidase, M50B family protein
chr	NC_008596.1	843524	844063	-	4533869	-	MSMEG_0758	YP_885164.1	179	-	hypothetical protein MSMEG_0758
chr	NC_008596.1	844214	845509	+	4532353	purA	MSMEG_0759	YP_885165.1	431	-	adenylosuccinate synthetase
chr	NC_008596.1	845509	846159	+	4531921	-	MSMEG_0760	YP_885166.1	216	-	thioesterase
chr	NC_008596.1	846166	846360	-	4535942	-	MSMEG_0761	YP_885167.1	64	-	hypothetical protein MSMEG_0761
chr	NC_008596.1	846366	847571	-	4536512	-	MSMEG_0762	YP_885168.1	401	-	cytochrome P450
chr	NC_008596.1	847627	849621	-	4531362	-	MSMEG_0763	YP_885169.1	664	-	antibiotic transporter
chr	NC_008596.1	849626	851209	-	4531273	-	MSMEG_0764	YP_885170.1	527	-	Na+/H+ antiporter
chr	NC_008596.1	851254	851556	+	4533631	-	MSMEG_0765	YP_885171.1	100	-	hypothetical protein MSMEG_0765
chr	NC_008596.1	851580	852980	+	4532947	purT	MSMEG_0766	YP_885172.1	466	-	phosphoribosylglycinamide formyltransferase 2
chr	NC_008596.1	852984	853469	+	4535457	-	MSMEG_0767	YP_885173.1	161	-	hypothetical protein MSMEG_0767
chr	NC_008596.1	853466	853876	+	4532022	-	MSMEG_0768	YP_885174.1	136	-	hypothetical protein MSMEG_0768
chr	NC_008596.1	853886	855103	+	4536647	metZ	MSMEG_0769	YP_885175.1	405	-	O-succinylhomoserine sulfhydrylase
chr	NC_008596.1	855107	855514	+	4535817	-	MSMEG_0770	YP_885176.1	135	-	hypothetical protein MSMEG_0770
chr	NC_008596.1	855584	856444	-	4536755	-	MSMEG_0771	YP_885177.1	286	-	short chain dehydrogenase
chr	NC_008596.1	856524	857672	-	4534955	-	MSMEG_0772	YP_885178.1	382	-	phytase
chr	NC_008596.1	857779	858309	+	4530971	-	MSMEG_0773	YP_885179.1	176	-	acetyltransferase
chr	NC_008596.1	859468	859779	+	4533095	-	MSMEG_0776	YP_885180.1	103	-	hypothetical protein MSMEG_0776
chr	NC_008596.1	859776	860522	-	4534129	-	MSMEG_0775	YP_885181.1	248	-	metallo-beta-lactamase superfamily protein
chr	NC_008596.1	860554	861567	+	4534037	-	MSMEG_0777	YP_885182.1	337	-	F420-dependent glucose-6-phosphate dehydrogenase
chr	NC_008596.1	861746	862510	-	4535574	-	MSMEG_0778	YP_885183.1	254	-	transcriptional regulator
chr	NC_008596.1	862519	863295	-	4534081	-	MSMEG_0779	YP_885184.1	258	-	short chain dehydrogenase
chr	NC_008596.1	863307	864413	-	4532870	-	MSMEG_0780	YP_885185.1	368	-	phosphotransferase enzyme family protein
chr	NC_008596.1	864599	866176	+	4534735	-	MSMEG_0781	YP_885186.1	525	-	amino acid permease
chr	NC_008596.1	866234	867556	+	4535062	-	MSMEG_0782	YP_885187.1	440	-	class III aminotransferase
chr	NC_008596.1	867578	869656	+	4533640	pta	MSMEG_0783	YP_885188.1	692	-	phosphate acetyltransferase
chr	NC_008596.1	869653	870783	+	4531693	ackA	MSMEG_0784	YP_885189.1	376	-	acetate kinase
chr	NC_008596.1	870902	871771	-	4534557	-	MSMEG_0785	YP_885190.1	289	-	hypothetical protein MSMEG_0785
chr	NC_008596.1	872016	874298	-	4537074	-	MSMEG_0786	YP_885191.1	760	-	serine/threonine protein kinase
chr	NC_008596.1	874298	875266	-	4535108	-	MSMEG_0787	YP_885192.1	322	-	extracellular solute-binding protein
chr	NC_008596.1	875362	876675	-	4534309	-	MSMEG_0788	YP_885193.1	437	-	hypothetical protein MSMEG_0788
chr	NC_008596.1	876862	877341	+	4532029	-	MSMEG_0790	YP_885194.1	159	-	NUDIX family hydrolase
chr	NC_008596.1	877325	878008	-	4533425	thiE	MSMEG_0789	YP_885195.1	227	-	thiamine-phosphate pyrophosphorylase
chr	NC_008596.1	878147	879151	+	4530829	thiO	MSMEG_0791	YP_885196.1	334	-	glycine oxidase ThiO
chr	NC_008596.1	879148	879348	+	4532434	thiS	MSMEG_0792	YP_885197.1	66	-	sulfur carrier protein ThiS
chr	NC_008596.1	879341	880099	+	4532639	thiG	MSMEG_0793	YP_885198.1	252	-	thiazole synthase
chr	NC_008596.1	880120	880869	+	4531490	-	MSMEG_0794	YP_885199.1	249	-	hypothetical protein MSMEG_0794
chr	NC_008596.1	880883	881794	+	4533719	-	MSMEG_0795	YP_885200.1	303	-	ABC transporter ATP-binding protein
chr	NC_008596.1	881791	882549	+	4531356	-	MSMEG_0796	YP_885201.1	252	-	ABC transporter
chr	NC_008596.1	885068	885736	+	4534273	-	MSMEG_0798	YP_885202.1	222	-	hypothetical protein MSMEG_0798
chr	NC_008596.1	885893	886069	+	4531424	-	MSMEG_0799	YP_885203.1	58	-	hypothetical protein MSMEG_0799
chr	NC_008596.1	886332	886511	+	4534846	-	MSMEG_0800	YP_885204.1	59	-	hypothetical protein MSMEG_0800
chr	NC_008596.1	886821	887522	+	4536824	-	MSMEG_0801	YP_885205.1	233	-	IS1096, tnpR protein
chr	NC_008596.1	887530	888852	-	4536729	-	MSMEG_0802	YP_885206.1	440	-	IS1096, tnpA protein
chr	NC_008596.1	888571	889056	+	4533951	-	MSMEG_0803	YP_885207.1	161	-	hypothetical protein MSMEG_0803
chr	NC_008596.1	889186	889623	-	4537114	-	MSMEG_0804	YP_885208.1	145	-	hypothetical protein MSMEG_0804
chr	NC_008596.1	889631	890662	+	4536196	-	MSMEG_0805	YP_885209.1	343	-	hypothetical protein MSMEG_0805
chr	NC_008596.1	890643	892154	+	4535044	-	MSMEG_0806	YP_885210.1	503	-	hydrolase
chr	NC_008596.1	892151	893602	+	4534693	-	MSMEG_0807	YP_885211.1	483	-	leupeptin-inactivating enzyme 1
chr	NC_008596.1	893674	894762	+	4536038	-	MSMEG_0808	YP_885212.1	362	-	chalcone synthase Pks10
chr	NC_008596.1	894762	895265	+	4531405	-	MSMEG_0809	YP_885213.1	167	-	isoprenylcysteine carboxyl methyltransferase
chr	NC_008596.1	895262	896290	+	4531802	-	MSMEG_0811	YP_885214.1	342	-	oxidoreductase
chr	NC_008596.1	896271	897566	-	4537527	-	MSMEG_0810	YP_885215.1	431	-	pyrimidine permease RutG
chr	NC_008596.1	897612	898832	-	4535471	-	MSMEG_0812	YP_885216.1	406	-	amino acid transporter
chr	NC_008596.1	898848	899174	-	4531943	-	MSMEG_0813	YP_885217.1	108	-	hypothetical protein MSMEG_0813
chr	NC_008596.1	899192	900652	+	4535732	-	MSMEG_0815	YP_885218.1	486	-	TetR family transcriptional regulator
chr	NC_008596.1	900619	900891	-	4534670	-	MSMEG_0814	YP_885219.1	90	-	membrane protein
chr	NC_008596.1	900908	902392	-	4532201	-	MSMEG_0816	YP_885220.1	494	-	flavin-binding monooxygenase
chr	NC_008596.1	902464	903387	+	4537416	-	MSMEG_0817	YP_885221.1	307	-	LysR family transcriptional regulator
chr	NC_008596.1	903499	904851	+	4533071	-	MSMEG_0818	YP_885222.1	450	-	transporter major facilitator family protein
chr	NC_008596.1	904883	906142	+	4536150	-	MSMEG_0819	YP_885223.1	419	-	N-carbamoyl-L-amino acid amidohydrolase
chr	NC_008596.1	906142	907605	+	4533044	-	MSMEG_0821	YP_885224.1	487	-	glutamyl-tRNA(Gln) amidotransferase subunit A
chr	NC_008596.1	907599	907868	-	4534836	-	MSMEG_0820	YP_885225.1	89	-	hypothetical protein MSMEG_0820
chr	NC_008596.1	907874	909241	-	4536704	-	MSMEG_0822	YP_885226.1	455	-	cytochrome P450
chr	NC_008596.1	909288	909842	-	4531197	-	MSMEG_0823	YP_885227.1	184	-	hypothetical protein MSMEG_0823
chr	NC_008596.1	909845	910492	-	4533950	-	MSMEG_0824	YP_885228.1	215	-	hypothetical protein MSMEG_0824
chr	NC_008596.1	910482	911318	-	4530828	thiD	MSMEG_0825	YP_885229.1	278	-	phosphomethylpyrimidine kinase
chr	NC_008596.1	911327	912901	-	4536005	thiC	MSMEG_0826	YP_885230.1	524	-	thiamine biosynthesis protein ThiC
chr	NC_008596.1	913283	915019	+	4535130	-	MSMEG_0827	YP_885231.1	578	-	major facilitator superfamily protein
chr	NC_008596.1	915135	916205	-	4537086	-	MSMEG_0828	YP_885232.1	356	-	immunogenic protein MPT63
chr	NC_008596.1	916410	917192	-	4536714	xth	MSMEG_0829	YP_885233.1	260	-	exodeoxyribonuclease III
chr	NC_008596.1	917379	918095	+	4533921	-	MSMEG_0831	YP_885234.1	238	-	short chain dehydrogenase
chr	NC_008596.1	918079	919005	-	4535768	-	MSMEG_0830	YP_885235.1	308	-	acetyltransferase, gnat family protein
chr	NC_008596.1	919024	919617	-	4534679	def	MSMEG_0832	YP_885236.1	197	-	peptide deformylase
chr	NC_008596.1	919745	920056	+	4531106	-	MSMEG_0833	YP_885237.1	103	-	hypothetical protein MSMEG_0833
chr	NC_008596.1	920096	920572	+	4533581	-	MSMEG_0834	YP_885238.1	158	-	tuberculin-like protein
chr	NC_008596.1	920583	921293	+	4531002	sodC	MSMEG_0835	YP_885239.1	236	-	copper/zinc superoxide dismutase
chr	NC_008596.1	921274	922404	+	4536446	-	MSMEG_0836	YP_885240.1	376	-	carboxylate-amine ligase
chr	NC_008596.1	922415	922870	+	4535119	-	MSMEG_0837	YP_885241.1	151	-	hypothetical protein MSMEG_0837
chr	NC_008596.1	922879	923928	-	4534878	-	MSMEG_0838	YP_885242.1	349	-	AsnC family transcriptional regulator
chr	NC_008596.1	924025	924651	+	4534551	-	MSMEG_0839	YP_885243.1	208	-	ATP-dependent protease La
chr	NC_008596.1	924856	925509	-	4531445	-	MSMEG_0840	YP_885244.1	217	-	hypothetical protein MSMEG_0840
chr	NC_008596.1	926980	927264	-	4536233	-	MSMEG_0842	YP_885245.1	94	-	hypothetical protein MSMEG_0842
chr	NC_008596.1	927500	927853	-	4532371	-	MSMEG_0843	YP_885246.1	117	-	monovalent cation/H+ antiporter subunit G
chr	NC_008596.1	927850	928140	-	4531213	-	MSMEG_0844	YP_885247.1	96	-	monovalent cation/H+ antiporter subunit F
chr	NC_008596.1	928137	928676	-	4534442	-	MSMEG_0845	YP_885248.1	179	-	monovalent cation/H+ antiporter subunit E
chr	NC_008596.1	928673	930268	-	4532738	-	MSMEG_0846	YP_885249.1	531	-	monovalent cation/H+ antiporter subunit D
chr	NC_008596.1	930265	930732	-	4531914	-	MSMEG_0847	YP_885250.1	155	-	monovalent cation/H+ antiporter subunit C
chr	NC_008596.1	930732	933611	-	4536387	-	MSMEG_0848	YP_885251.2	959	-	monovalent cation/H+ antiporter subunit A
chr	NC_008596.1	933768	934085	+	4536386	-	MSMEG_0849	YP_885252.1	105	-	oxygenase
chr	NC_008596.1	934162	935004	+	4531668	-	MSMEG_0850	YP_885253.1	280	-	hypothetical protein MSMEG_0850
chr	NC_008596.1	935059	936345	-	4531015	-	MSMEG_0851	YP_885254.1	428	-	citrate transporter
chr	NC_008596.1	936364	936822	-	4532060	-	MSMEG_0852	YP_885255.1	152	-	hypothetical protein MSMEG_0852
chr	NC_008596.1	936855	937103	-	4535025	-	MSMEG_0853	YP_885256.1	82	-	hypothetical protein MSMEG_0853
chr	NC_008596.1	937236	938204	+	4535813	-	MSMEG_0854	YP_885257.1	322	-	two-component system sensor kinase
chr	NC_008596.1	938204	938851	+	4537285	-	MSMEG_0856	YP_885258.1	215	-	LuxR family transcriptional regulator
chr	NC_008596.1	938818	939270	-	4535564	-	MSMEG_0855	YP_885259.1	150	-	hypothetical protein MSMEG_0855
chr	NC_008596.1	939331	939645	-	4531822	-	MSMEG_0857	YP_885260.1	104	-	hypothetical protein MSMEG_0857
chr	NC_008596.1	939739	940752	+	4531371	-	MSMEG_0859	YP_885261.1	337	-	TetR family transcriptional regulator
chr	NC_008596.1	940749	942986	-	4534483	-	MSMEG_0858	YP_885262.1	745	-	cell division control protein Cdc48
chr	NC_008596.1	942988	943848	-	4533626	-	MSMEG_0860	YP_885263.1	286	-	CDP-diacylglycerol--serine O-phosphatidyltransferase
chr	NC_008596.1	943845	944543	-	4531023	psd	MSMEG_0861	YP_885264.1	232	-	phosphatidylserine decarboxylase
chr	NC_008596.1	944579	945775	-	4535029	-	MSMEG_0862	YP_885265.1	398	-	molybdopterin biosynthesis protein MoeA
chr	NC_008596.1	945772	946695	-	4535052	-	MSMEG_0863	YP_885266.1	307	-	short chain dehydrogenase
chr	NC_008596.1	946733	947272	+	4530870	-	MSMEG_0864	YP_885267.1	179	-	membrane flanked domain-containing protein
chr	NC_008596.1	947269	948768	+	4536383	-	MSMEG_0865	YP_885268.1	499	-	membrane flanked domain-containing protein
chr	NC_008596.1	948794	949609	+	4534986	-	MSMEG_0867	YP_885269.1	271	-	hydrolase
chr	NC_008596.1	949606	951312	-	4535322	-	MSMEG_0866	YP_885270.1	568	-	DNA or RNA helicase of superfamily protein II
chr	NC_008596.1	951585	955409	-	4532725	-	MSMEG_0868	YP_885271.1	1274	-	hypothetical protein MSMEG_0868
chr	NC_008596.1	955503	955901	+	4535970	-	MSMEG_0869	YP_885272.1	132	-	hypothetical protein MSMEG_0869
chr	NC_008596.1	956321	958486	-	4531719	-	MSMEG_0870	YP_885273.1	721	-	oxidoreductase
chr	NC_008596.1	958483	959457	-	4532272	-	MSMEG_0871	YP_885274.1	324	-	aldehyde or xanthine dehydrogenase, molybdopterin binding subunit protein
chr	NC_008596.1	959461	960078	-	4534921	-	MSMEG_0872	YP_885275.1	205	-	twin-arginine translocation pathway signal
chr	NC_008596.1	960209	960379	-	4532365	-	MSMEG_0873	YP_885276.1	56	-	hypothetical protein MSMEG_0873
chr	NC_008596.1	960615	961319	+	4535714	-	MSMEG_0874	YP_885277.1	234	-	GntR family transcriptional regulator
chr	NC_008596.1	961391	962794	+	4532282	-	MSMEG_0875	YP_885278.1	467	-	sialic acid transporter
chr	NC_008596.1	962791	963723	+	4536572	-	MSMEG_0877	YP_885279.1	310	-	dihydrodipicolinate synthase
chr	NC_008596.1	963720	964637	-	4536421	-	MSMEG_0876	YP_885280.1	305	-	short chain dehydrogenase
chr	NC_008596.1	964736	965305	+	4536104	-	MSMEG_0878	YP_885281.1	189	-	transcriptional regulator
chr	NC_008596.1	965380	965526	-	4535925	-	MSMEG_0879	YP_885282.1	48	-	hypothetical protein MSMEG_0879
chr	NC_008596.1	965533	967158	+	4533338	groEL	MSMEG_0880	YP_885283.1	541	-	molecular chaperone GroEL
chr	NC_008596.1	967303	968136	+	4533229	-	MSMEG_0881	YP_885284.1	277	-	hypothetical protein MSMEG_0881
chr	NC_008596.1	968200	968583	-	4536442	-	MSMEG_0882	YP_885285.1	127	-	hypothetical protein MSMEG_0882
chr	NC_008596.1	968609	970351	-	4531328	-	MSMEG_0883	YP_885286.1	580	-	amidohydrolase
chr	NC_008596.1	970433	970813	+	4537077	-	MSMEG_0884	YP_885287.1	126	-	glyoxalase
chr	NC_008596.1	970817	971320	-	4532745	-	MSMEG_0885	YP_885288.1	167	-	hypothetical protein MSMEG_0885
chr	NC_008596.1	971320	972810	-	4537135	-	MSMEG_0886	YP_885289.1	496	-	serine/threonine protein kinase
chr	NC_008596.1	972865	973422	+	4534919	-	MSMEG_0887	YP_885290.1	185	-	hypothetical protein MSMEG_0887
chr	NC_008596.1	973419	973982	+	4537480	-	MSMEG_0888	YP_885291.1	187	-	hypothetical protein MSMEG_0888
chr	NC_008596.1	973997	975526	+	4535169	-	MSMEG_0889	YP_885292.1	509	-	succinate-semialdehyde dehydrogenase
chr	NC_008596.1	975595	976194	+	4532069	-	MSMEG_0890	YP_885293.1	199	-	HD domain-containing protein
chr	NC_008596.1	976256	977107	+	4535776	-	MSMEG_0891	YP_885294.1	283	-	polyphosphate kinase
chr	NC_008596.1	977160	978005	+	4537612	-	MSMEG_0892	YP_885295.1	281	-	hypothetical protein MSMEG_0892
chr	NC_008596.1	978024	978347	-	4536949	-	MSMEG_0893	YP_885296.1	107	-	hypothetical protein MSMEG_0893
chr	NC_008596.1	978540	979904	+	4533784	-	MSMEG_0894	YP_885297.1	454	-	dihydrodipicolinate reductase
chr	NC_008596.1	980004	980747	+	4531165	-	MSMEG_0895	YP_885298.1	247	-	GntR family transcriptional regulator
chr	NC_008596.1	980820	982190	+	4537300	-	MSMEG_0896	YP_885299.1	456	-	integral membrane transporter
chr	NC_008596.1	982187	983464	+	4535607	-	MSMEG_0897	YP_885300.1	425	-	hypothetical protein MSMEG_0897
chr	NC_008596.1	983461	984273	+	4534841	-	MSMEG_0898	YP_885301.1	270	-	tagatose-1,6-bisphosphate aldolase GatY
chr	NC_008596.1	984361	986376	-	4536524	-	MSMEG_0899	YP_885302.1	671	-	prolyl oligopeptidase
chr	NC_008596.1	986441	987964	+	4536768	-	MSMEG_0900	YP_885303.1	507	-	eptc-inducible aldehyde dehydrogenase
chr	NC_008596.1	987998	988474	+	4534262	-	MSMEG_0901	YP_885304.1	158	-	hypothetical protein MSMEG_0901
chr	NC_008596.1	988475	989344	-	4532816	-	MSMEG_0902	YP_885305.1	289	-	cyclopropane-fatty-acyl-phospholipid synthase
chr	NC_008596.1	989521	990915	+	4536874	lpdA	MSMEG_0903	YP_885306.1	464	-	dihydrolipoamide dehydrogenase
chr	NC_008596.1	990912	991181	+	4537000	-	MSMEG_0904	YP_885307.1	89	-	hypothetical protein MSMEG_0904
chr	NC_008596.1	991188	991748	-	4532489	pcaC	MSMEG_0905	YP_885308.1	186	-	hypothetical protein MSMEG_0905
chr	NC_008596.1	991776	993212	-	4533576	-	MSMEG_0906	YP_885309.1	478	-	DNA-binding protein
chr	NC_008596.1	993284	993628	+	4537731	-	MSMEG_0907	YP_885310.1	114	-	hypothetical protein MSMEG_0907
chr	NC_008596.1	993604	994002	+	4535849	-	MSMEG_0908	YP_885311.1	132	-	hypothetical protein MSMEG_0908
chr	NC_008596.1	994104	994952	+	4534767	-	MSMEG_0909	YP_885312.1	282	-	acyl-ACP thioesterase
chr	NC_008596.1	995033	995167	-	4532652	-	MSMEG_0910	YP_885313.1	44	-	hypothetical protein MSMEG_0910
chr	NC_008596.1	995201	996487	+	4536848	aceA	MSMEG_0911	YP_885314.1	428	-	isocitrate lyase
chr	NC_008596.1	996618	997478	+	4531107	-	MSMEG_0912	YP_885315.1	286	-	3-hydroxybutyryl-CoA dehydrogenase
chr	NC_008596.1	997643	998515	+	4532216	-	MSMEG_0913	YP_885316.1	290	-	methoxy mycolic acid synthase 1
chr	NC_008596.1	998555	999427	-	4535483	-	MSMEG_0914	YP_885317.1	290	-	hypothetical protein MSMEG_0914
chr	NC_008596.1	999537	1000424	-	4536956	-	MSMEG_0915	YP_885318.1	295	-	polyphosphate kinase
chr	NC_008596.1	1000429	1001133	-	4531289	-	MSMEG_0916	YP_885319.1	234	-	TetR family transcriptional regulator
chr	NC_008596.1	1001253	1002569	+	4530946	-	MSMEG_0917	YP_885320.1	438	-	hypothetical protein MSMEG_0917
chr	NC_008596.1	1002657	1003085	+	4535529	-	MSMEG_0918	YP_885321.1	142	-	XRE family transcriptional regulator
chr	NC_008596.1	1003169	1003867	+	4537286	-	MSMEG_0919	YP_885322.1	232	-	heparin-binding hemagglutinin
chr	NC_008596.1	1003944	1004228	+	4532091	-	MSMEG_0920	YP_885323.1	94	-	hypothetical protein MSMEG_0920
chr	NC_008596.1	1004242	1004646	+	4534644	-	MSMEG_0921	YP_885324.1	134	-	hypothetical protein MSMEG_0921
chr	NC_008596.1	1004646	1005329	+	4534429	deoC	MSMEG_0922	YP_885325.1	227	-	deoxyribose-phosphate aldolase
chr	NC_008596.1	1005367	1006302	-	4535561	-	MSMEG_0923	YP_885326.1	311	-	hypothetical protein MSMEG_0923
chr	NC_008596.1	1006363	1007163	-	4534795	-	MSMEG_0924	YP_885327.1	266	-	carbon-nitrogen hydrolase
chr	NC_008596.1	1007170	1007946	-	4534422	-	MSMEG_0925	YP_885328.1	258	-	hypothetical protein MSMEG_0925
chr	NC_008596.1	1007951	1008442	-	4536142	-	MSMEG_0926	YP_885329.1	163	-	hypothetical protein MSMEG_0926
chr	NC_008596.1	1008489	1008995	-	4534777	-	MSMEG_0927	YP_885330.1	168	-	hypothetical protein MSMEG_0927
chr	NC_008596.1	1009022	1010113	+	4531160	murB	MSMEG_0928	YP_885331.1	363	-	UDP-N-acetylenolpyruvoylglucosamine reductase
chr	NC_008596.1	1010120	1011478	+	4533052	-	MSMEG_0929	YP_885332.1	452	-	ErfK/YbiS/YcfS/YnhG family protein
chr	NC_008596.1	1011488	1012237	-	4536649	-	MSMEG_0930	YP_885333.1	249	-	serine 3-dehydrogenase
chr	NC_008596.1	1012270	1012557	-	4536776	-	MSMEG_0931	YP_885334.1	95	-	hypothetical protein MSMEG_0931
chr	NC_008596.1	1012561	1013760	+	4535889	-	MSMEG_0932	YP_885335.1	399	-	ROK family protein
chr	NC_008596.1	1013771	1015075	+	4537367	-	MSMEG_0933	YP_885336.1	434	-	hypothetical protein MSMEG_0933
chr	NC_008596.1	1015072	1015569	+	4531531	-	MSMEG_0934	YP_885337.1	165	-	hypothetical protein MSMEG_0934
chr	NC_008596.1	1015609	1016352	+	4537124	-	MSMEG_0935	YP_885338.1	247	-	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
chr	NC_008596.1	1016604	1017758	+	4536256	senX3	MSMEG_0936	YP_885339.1	384	-	sensor histidine kinase SenX3
chr	NC_008596.1	1017764	1018441	+	4532546	regX3	MSMEG_0937	YP_885340.1	225	-	DNA-binding response regulator RegX3
chr	NC_008596.1	1018465	1019265	-	4536671	-	MSMEG_0938	YP_885341.1	266	-	hypothetical protein MSMEG_0938
chr	NC_008596.1	1019379	1020338	+	4533094	-	MSMEG_0939	YP_885342.1	319	-	Ppx/GppA phosphatase
chr	NC_008596.1	1020368	1021438	+	4537172	-	MSMEG_0940	YP_885343.1	356	-	hypothetical protein MSMEG_0940
chr	NC_008596.1	1021461	1022306	+	4532329	-	MSMEG_0941	YP_885344.1	281	-	AP endonuclease, family protein 2
chr	NC_008596.1	1022339	1023154	+	4532464	-	MSMEG_0942	YP_885345.1	271	-	hypothetical protein MSMEG_0942
chr	NC_008596.1	1023180	1024040	+	4531470	proC	MSMEG_0943	YP_885346.1	286	-	pyrroline-5-carboxylate reductase
chr	NC_008596.1	1024188	1024406	+	4533369	-	MSMEG_0944	YP_885347.1	72	-	DNA binding domain-containing protein
chr	NC_008596.1	1024591	1024692	+	4534765	-	MSMEG_0945	YP_885348.1	33	-	hypothetical protein MSMEG_0945
chr	NC_008596.1	1024821	1025849	+	4534052	-	MSMEG_0946	YP_885349.1	342	-	NAD dependent epimerase/dehydratase
chr	NC_008596.1	1025886	1026950	+	4537330	-	MSMEG_0947	YP_885350.1	354	-	acyltransferase
chr	NC_008596.1	1026981	1027514	-	4534235	-	MSMEG_0948	YP_885351.1	177	-	hypothetical protein MSMEG_0948
chr	NC_008596.1	1027603	1028493	-	4532677	-	MSMEG_0949	YP_885352.1	296	-	HAD-superfamily hydrolase
chr	NC_008596.1	1028516	1028839	-	4534576	-	MSMEG_0950	YP_885353.1	107	-	hypothetical protein MSMEG_0950
chr	NC_008596.1	1028600	1028842	+	4532596	-	MSMEG_0951	YP_885354.1	80	-	glutaredoxin
chr	NC_008596.1	1029002	1030357	+	4534078	hemA	MSMEG_0952	YP_885355.1	451	-	glutamyl-tRNA reductase
chr	NC_008596.1	1030361	1031317	+	4534102	hemC	MSMEG_0953	YP_885356.1	318	-	porphobilinogen deaminase
chr	NC_008596.1	1031413	1033245	+	4534605	hemD	MSMEG_0954	YP_885357.1	610	-	uroporphyrinogen-III synthase
chr	NC_008596.1	1033330	1034310	+	4537323	hemB	MSMEG_0956	YP_885358.1	326	-	delta-aminolevulinic acid dehydratase
chr	NC_008596.1	1034274	1034771	-	4533527	-	MSMEG_0955	YP_885359.1	165	-	hypothetical protein MSMEG_0955
chr	NC_008596.1	1034307	1034738	+	4537557	-	MSMEG_0957	YP_885360.1	143	-	hypothetical protein MSMEG_0957
chr	NC_008596.1	1034759	1035154	+	4534814	-	MSMEG_0958	YP_885361.1	131	-	hypothetical protein MSMEG_0958
chr	NC_008596.1	1035189	1035683	+	4532490	-	MSMEG_0959	YP_885362.1	164	-	transmembrane protein
chr	NC_008596.1	1035680	1035910	+	4537275	-	MSMEG_0960	YP_885363.1	76	-	transmembrane protein
chr	NC_008596.1	1036854	1037447	+	4533063	-	MSMEG_0962	YP_885364.1	197	-	TetR family transcriptional regulator
chr	NC_008596.1	1037522	1037764	+	4535430	-	MSMEG_0963	YP_885365.1	80	-	hypothetical protein MSMEG_0963
chr	NC_008596.1	1037801	1038283	+	4535841	-	MSMEG_0964	YP_885366.1	160	-	pyridoxamine 5\'-phosphate oxidase
chr	NC_008596.1	1038908	1039543	+	4533718	-	MSMEG_0965	YP_885367.1	211	-	porin
chr	NC_008596.1	1039684	1040067	-	4534469	-	MSMEG_0966	YP_885368.1	127	-	hypothetical protein MSMEG_0966
chr	NC_008596.1	1040090	1040470	-	4535664	-	MSMEG_0967	YP_885369.1	126	-	hypothetical protein MSMEG_0967
chr	NC_008596.1	1040556	1042010	+	4536604	-	MSMEG_0968	YP_885370.1	484	-	cytochrome P450
chr	NC_008596.1	1042040	1043395	+	4536923	hemL	MSMEG_0969	YP_885371.1	451	-	glutamate-1-semialdehyde aminotransferase
chr	NC_008596.1	1043446	1044054	+	4536086	-	MSMEG_0970	YP_885372.1	202	-	phosphoglycerate mutase
chr	NC_008596.1	1044054	1044707	+	4532116	-	MSMEG_0971	YP_885373.1	217	-	hypothetical protein MSMEG_0971
chr	NC_008596.1	1044704	1045489	+	4536360	-	MSMEG_0972	YP_885374.1	261	-	cytochrome C biogenesis protein transmembrane region
chr	NC_008596.1	1045489	1047138	+	4533406	-	MSMEG_0973	YP_885375.1	549	-	hypothetical protein MSMEG_0973
chr	NC_008596.1	1047135	1048130	+	4535323	ccsB	MSMEG_0974	YP_885376.1	331	-	cytochrome C biogenesis protein CcsB
chr	NC_008596.1	1048209	1049537	+	4532026	-	MSMEG_0975	YP_885377.1	442	-	hypothetical protein MSMEG_0975
chr	NC_008596.1	1049555	1049719	-	4534386	-	MSMEG_0976	YP_885378.1	54	-	hypothetical protein MSMEG_0976
chr	NC_008596.1	1049796	1050068	+	4531072	-	MSMEG_0977	YP_885379.1	90	-	hypothetical protein MSMEG_0977
chr	NC_008596.1	1050065	1051105	+	4534024	-	MSMEG_0978	YP_885380.1	346	-	class V aminotransferase
chr	NC_008596.1	1051203	1051451	+	4536903	-	MSMEG_0979	YP_885381.1	82	-	keratin associated protein
chr	NC_008596.1	1051528	1053159	-	4537627	-	MSMEG_0980	YP_885382.1	543	-	signal transduction histidine kinase
chr	NC_008596.1	1053329	1053688	+	4534799	-	MSMEG_0981	YP_885383.1	119	-	two-component system regulator
chr	NC_008596.1	1053805	1054854	+	4532078	-	MSMEG_0982	YP_885384.1	349	-	immunogenic protein
chr	NC_008596.1	1054857	1056935	+	4532844	-	MSMEG_0984	YP_885385.1	692	-	trap transporter 4tm/12tm fusion protein
chr	NC_008596.1	1056913	1057566	-	4532705	-	MSMEG_0983	YP_885386.1	217	-	two-component system response regulator
